model_name,make_year,car_price,car_description,location,car_colour
Ford Fusion,2018,11995,"No accidents, 1 Owner, Personal use","Manassas, VA","Blue exterior, Unknown interior"
Ford Fusion,2016,9949,"No accidents, 1 Owner, Personal use","Bedford, OH","Black exterior, Black interior"
Ford Fusion,2019,14999,"No accidents, 1 Owner, Fleet use","Orlando, FL","White exterior, Black interior"
Ford Fusion,2016,10878,"No accidents, 2 Owners, Fleet use","Terre Haute, IN","Black exterior, Unknown interior"
Ford Fusion,2011,6000,"No accidents, 2 Owners, Personal use","Carrollton, TX","White exterior, Gray interior"
Ford Fusion,2019,17407,"No accidents, 1 Owner, Personal use","Indianapolis, IN","Gray exterior, Black interior"
Ford Fusion,2017,13400,"No accidents, 1 Owner, Fleet use","Concord, CA","Silver exterior, Black interior"
Ford Fusion,2019,15505,"No accidents, 1 Owner, Personal use","Henderson, NV","Black exterior, Black interior"
Ford Fusion,2016,10250,"No accidents, 2 Owners, Personal use","Plantation, FL","White exterior, Beige interior"
Ford Fusion,2019,18730,"No accidents, 1 Owner, Personal use","Dickson, TN","White exterior, Unknown interior"
Ford Fusion,2018,15388,"No accidents, 1 Owner, Personal use","Bloomington, CA","White exterior, Black interior"
Ford Fusion,2018,14795,"No accidents, 1 Owner, Personal use","Southgate, MI","Black exterior, Black interior"
Ford Fusion,2020,20299,"No accidents, 1 Owner, Fleet use","Richmond Hill, NY","Black exterior, Black interior"
Ford Fusion,2019,15946,"No accidents, 2 Owners, Personal use","Holiday, FL","White exterior, Unknown interior"
Ford Fusion,2016,11594,"No accidents, 1 Owner, Personal use","Wake Forest, NC","Black exterior, Gray interior"
Ford Fusion,2019,19595,"No accidents, 2 Owners, Personal use","Westmont, IL","Silver exterior, Black interior"
Ford Fusion,2015,8495,"No accidents, 3 Owners, Fleet use","Jersey City, NJ","White exterior, Beige interior"
Ford Fusion,2018,11987,"1 accident, 1 Owner, Personal use","Buffalo Grove, IL","Black exterior, Black interior"
Ford Fusion,2016,11995,"No accidents, 3 Owners, Fleet use","Moreno Valley, CA","White exterior, Beige interior"
Ford Fusion,2018,15695,"No accidents, 1 Owner, Personal use","Sterling Heights, MI","Red exterior, Black interior"
Ford Fusion,2017,14761,"No accidents, 1 Owner, Fleet use","Cincinnati, OH","Red exterior, Black interior"
Ford Fusion,2019,16200,"No accidents, 1 Owner, Personal use","Lake City, FL","Silver exterior, Black interior"
Ford Fusion,2016,9853,"2 accidents, 2 Owners, Personal use","Longwood, FL","Silver exterior, Black interior"
Ford Fusion,2017,19997,"No accidents, 1 Owner, Personal use","Ayer, MA","Black exterior, Black interior"
Ford Fusion,2016,10988,"No accidents, 2 Owners, Personal use","Norwood, MA","White exterior, Black interior"
Ford Fusion,2012,10990,"No accidents, 1 Owner, Personal use","Blue Mound, TX","White exterior, Gray interior"
Ford Fusion,2017,13656,"No accidents, Personal use","Chesterfield, MI","White exterior, Unknown interior"
Ford Fusion,2019,17573,"No accidents, 1 Owner, Fleet use","Tempe, AZ","Silver exterior, Black interior"
Ford Fusion,2020,20995,"No accidents, 1 Owner, Personal use","San Diego, CA","Gray exterior, Black interior"
Ford Fusion,2017,12995,"No accidents, 2 Owners, Personal use","Princeton, NJ","Blue exterior, Gray interior"
Ford Fusion,2017,13900,"No accidents, 2 Owners, Personal use","Tampa, FL","Blue exterior, Black interior"
Ford Fusion,2014,9849,"1 accident, 1 Owner, Personal use","Springfield, IL","Black exterior, Unknown interior"
Ford Fusion,2019,15998,"No accidents, 1 Owner, Fleet use","Beverly, MA","Black exterior, Black interior"
Ford Fusion,2013,9307,"No accidents, 2 Owners, Personal use","Stuart, FL","White exterior, Beige interior"
Ford Fusion,2017,9980,"No accidents, 1 Owner, Personal use","Eugene, OR","Gray exterior, Black interior"
Ford Fusion,2016,10999,"No accidents, 2 Owners, Fleet use","Sacramento, CA","Gray exterior, Gray interior"
Ford Fusion,2019,17941,"No accidents, 1 Owner, Personal use","Grand Island, NY","White exterior, Black interior"
Ford Fusion,2020,22999,"No accidents, 1 Owner, Personal use","Homer, LA","Black exterior, Unknown interior"
Ford Fusion,2019,17900,"No accidents, 1 Owner, Personal use","Apalachin, NY","White exterior, Brown interior"
Ford Fusion,2015,10799,"No accidents, 1 Owner, Personal use","San Antonio, TX","White exterior, Unknown interior"
Ford Fusion,2013,6995,"No accidents, 4 Owners, Personal use","Springfield, IL","White exterior, Black interior"
Ford Fusion,2010,4995,"No accidents, 3 Owners, Personal use","Midway City, CA","Silver exterior, Gray interior"
Ford Fusion,2014,9590,"No accidents, 2 Owners, Personal use","Glen Burnie, MD","White exterior, Black interior"
Ford Fusion,2017,15800,"No accidents, 2 Owners, Personal use","Keyport, NJ","Black exterior, Black interior"
Ford Fusion,2013,13084,"2 accidents, 2 Owners, Personal use","Colorado Springs, CO","Black exterior, Black interior"
Ford Fusion,2019,18588,"No accidents, 1 Owner, Fleet use","San Antonio, TX","Silver exterior, Black interior"
Ford Fusion,2018,15000,"1 accident, 1 Owner, Personal use","Blackshear, GA","White exterior, Black interior"
Ford Fusion,2017,10995,"No accidents, 3 Owners, Fleet use","Raytown, MO","Gray exterior, Black interior"
Ford Fusion,2015,12887,"No accidents, 3 Owners, Fleet use","Port Angeles, WA","White exterior, Unknown interior"
Ford Fusion,2017,12798,"No accidents, 1 Owner, Fleet use","Dublin, CA","Gold exterior, Gray interior"
Ford Fusion,2014,9995,"No accidents, 1 Owner, Personal use","Sterling Heights, MI","Black exterior, Black interior"
Ford Fusion,2010,8588,"No accidents, 2 Owners, Personal use","Sandy, OR","Black exterior, Black interior"
Ford Fusion,2019,17152,"No accidents, 1 Owner, Personal use","Amarillo, TX","Gray exterior, Unknown interior"
Ford Fusion,2019,15499,"No accidents, 1 Owner, Personal use","Pasadena, TX","Black exterior, Black interior"
Ford Fusion,2017,13888,"No accidents, 1 Owner, Personal use","Vineland, NJ","Black exterior, Black interior"
Ford Fusion,2019,17995,"No accidents, 1 Owner, Personal use","New Bern, NC","Red exterior, Black interior"
Ford Fusion,2010,7450,"No accidents, 2 Owners, Personal use","Addison, IL","Black exterior, Gray interior"
Ford Fusion,2019,16994,"No accidents, 1 Owner, Personal use","Cartersville, GA","Blue exterior, Black interior"
Ford Fusion,2017,13282,"No accidents, 1 Owner, Fleet use","Scottsdale, AZ","Gray exterior, Black interior"
Ford Fusion,2017,12000,"No accidents, 3 Owners, Fleet use","Pembroke Pines, FL","Gold exterior, Gray interior"
Ford Fusion,2017,15312,"No accidents, 1 Owner, Fleet use","Clarksville, TN","Silver exterior, Black interior"
Ford Fusion,2019,15900,"No accidents, 1 Owner, Personal use","Germantown, IL","Black exterior, Gray interior"
Ford Fusion,2018,14980,"No accidents, 1 Owner, Fleet use","Roswell, NM","Gray exterior, Black interior"
Ford Fusion,2017,15300,"No accidents, 1 Owner, Fleet use","Tulsa, OK","White exterior, Gray interior"
Ford Fusion,2016,11697,"No accidents, 2 Owners, Personal use","Lake Havasu City, AZ","White exterior, Beige interior"
Ford Fusion,2015,9495,"No accidents, 3 Owners, Personal use","Virginia Beach, VA","Unknown exterior, Unknown interior"
Ford Fusion,2017,13077,"No accidents, 1 Owner, Fleet use","El Paso, TX","White exterior, Black interior"
Ford Fusion,2019,15995,"No accidents, 1 Owner, Personal use","Sanford, NC","Silver exterior, Unknown interior"
Ford Fusion,2017,12598,"No accidents, 1 Owner, Personal use","Delray Beach, FL","Gold exterior, Black interior"
Ford Fusion,2015,10990,"No accidents, 2 Owners, Personal use","Blue Mound, TX","Black exterior, Gray interior"
Ford Fusion,2019,15500,"No accidents, 2 Owners, Personal use","Hamilton Square, NJ","White exterior, Black interior"
Ford Fusion,2017,15483,"No accidents, 1 Owner, Personal use","Houston, TX","Silver exterior, Black interior"
Ford Fusion,2017,10698,"1 accident, 2 Owners, Personal use","Auburn, WA","Unknown exterior, Unknown interior"
Ford Fusion,2019,14999,"No accidents, 1 Owner, Personal use","Hayward, CA","Unknown exterior, Unknown interior"
Ford Fusion,2020,17991,"No accidents, 1 Owner, Personal use","Dover, NH","Gray exterior, Black interior"
Ford Fusion,2018,15677,"No accidents, 1 Owner, Personal use","Marlborough, MA","Gray exterior, Black interior"
Ford Fusion,2014,10100,"No accidents, 3 Owners, Fleet use","Jacksonville, NC","Green exterior, Black interior"
Ford Fusion,2017,14990,"No accidents, 1 Owner, Fleet use","Kirkwood, MO","Blue exterior, Black interior"
Ford Fusion,2019,13980,"No accidents, 1 Owner, Fleet use","Stafford, TX","Silver exterior, Unknown interior"
Ford Fusion,2017,13190,"No accidents, 1 Owner, Personal use","Norman, OK","Silver exterior, Gray interior"
Ford Fusion,2018,16994,"No accidents, 1 Owner, Personal use","Liverpool, NY","Gray exterior, Black interior"
Ford Fusion,2016,10899,"No accidents, 2 Owners, Fleet use","Rochester, NY","Silver exterior, Black interior"
Ford Fusion,2019,13995,"No accidents, 1 Owner, Personal use","Leesburg, VA","Black exterior, Gray interior"
Ford Fusion,2019,17317,"No accidents, 1 Owner, Personal use","Roseville, CA","Black exterior, Black interior"
Ford Fusion,2009,2799,"No accidents, 2 Owners, Fleet use","Garfield, NJ","Blue exterior, Unknown interior"
Ford Fusion,2019,18299,"No accidents, 1 Owner, Personal use","Clive, IA","Black exterior, Black interior"
Ford Fusion,2015,10196,"1 accident, 2 Owners, Personal use","South Ogden, UT","Black exterior, Black interior"
Ford Fusion,2019,17988,"No accidents, 1 Owner, Personal use","Madison, TN","Black exterior, Black interior"
Ford Fusion,2017,16429,"No accidents, 1 Owner, Personal use","Chesterfield, MI","Red exterior, Gray interior"
Ford Fusion,2019,18241,"No accidents, 1 Owner, Personal use","Springfield, IL","White exterior, Unknown interior"
Ford Fusion,2020,16950,"No accidents, Personal use","Ellisville, MO","Black exterior, Black interior"
Ford Fusion,2018,13488,"No accidents, 1 Owner, Personal use","Somerset, WI","Gray exterior, Gray interior"
Ford Fusion,2019,13791,"No accidents, 1 Owner, Personal use","Tampa, FL","Blue exterior, Gray interior"
Ford Fusion,2015,12997,"No accidents, 1 Owner, Personal use","Sheffield, AL","Black exterior, Beige interior"
Ford Fusion,2020,15731,"No accidents, 1 Owner, Personal use","Temple Hills, MD","Black exterior, Unknown interior"
Ford Fusion,2014,7955,"No accidents, 1 Owner, Personal use","Buffalo, MN","Orange exterior, Black interior"
Ford Fusion,2017,14980,"No accidents, 1 Owner, Personal use","Evans, GA","White exterior, Black interior"
Ford Fusion,2019,19975,"No accidents, 1 Owner, Personal use","Hartselle, AL","White exterior, Black interior"
Ford Fusion,2018,14899,"No accidents, 1 Owner, Personal use","Peoria, AZ","Black exterior, Gray interior"
Ford Fusion,2010,5495,"No accidents, 2 Owners, Personal use","Harbinger, NC","White exterior, Gray interior"
Ford Fusion,2018,15795,"No accidents, 1 Owner, Personal use","Sterling Heights, MI","Gray exterior, Black interior"
Ford Fusion,2019,13991,"No accidents, 1 Owner, Personal use","Houston, TX","White exterior, Black interior"
Ford Fusion,2017,13688,"No accidents, 1 Owner, Fleet use","Turlock, CA","White exterior, Black interior"
Ford Fusion,2017,11899,"No accidents, 1 Owner, Fleet use","West Covina, CA","White exterior, Black interior"
Ford Fusion,2018,14990,"No accidents, 1 Owner, Fleet use","Picayune, MS","Silver exterior, Black interior"
Ford Fusion,2017,10995,"No accidents, 2 Owners, Fleet use","Raytown, MO","Gray exterior, Beige interior"
Ford Fusion,2014,9399,"1 accident, 3 Owners, Fleet use","Newnan, GA","Black exterior, Black interior"
Ford Fusion,2019,15567,"No accidents, 1 Owner, Fleet use","Chickasha, OK","Red exterior, Gray interior"
Ford Fusion,2019,15595,"No accidents, 1 Owner, Fleet use","Miami, FL","White exterior, Gray interior"
Ford Fusion,2019,16999,"No accidents, 1 Owner, Personal use","Westfield, IN","Blue exterior, Black interior"
Ford Fusion,2013,10500,"2 accidents, 3 Owners, Fleet use","Alamogordo, NM","Gray exterior, Unknown interior"
Ford Fusion,2018,10817,"No accidents, 1 Owner, Personal use","Vero Beach, FL","White exterior, Gray interior"
Ford Fusion,2020,17999,"1 accident, 1 Owner, Personal use","West Palm Beach, FL","Silver exterior, Black interior"
Ford Fusion,2016,12988,"No accidents, 2 Owners, Fleet use","Auburn, WA","Black exterior, Black interior"
Ford Fusion,2017,11894,"No accidents, 1 Owner, Personal use","Wheeling, IL","White exterior, Black interior"
Ford Fusion,2017,15992,"No accidents, 1 Owner, Personal use","Wall, NJ","Black exterior, Black interior"
Ford Fusion,2019,15998,"No accidents, 1 Owner, Personal use","Roseville, CA","Silver exterior, Black interior"
Ford Fusion,2018,15745,"No accidents, 1 Owner, Personal use","Gallatin, TN","Black exterior, Black interior"
Ford Fusion,2016,14408,"No accidents, 1 Owner, Personal use","Rochester Hills, MI","Red exterior, Black interior"
Ford Fusion,2017,13734,"No accidents, 1 Owner, Personal use","Chicago, IL","Red exterior, Black interior"
Ford Fusion,2018,13450,"No accidents, 1 Owner, Fleet use","Shakopee, MN","Black exterior, Gray interior"
Ford Fusion,2018,13521,"No accidents, 1 Owner, Personal use","Matteson, IL","White exterior, Black interior"
Ford Fusion,2017,13329,"No accidents, 1 Owner, Personal use","Charlotte, NC","Black exterior, Black interior"
Ford Fusion,2011,9999,"1 accident, Personal use","Selah, WA","Blue exterior, Unknown interior"
Ford Fusion,2017,16790,"No accidents, 1 Owner, Personal use","Charlottesville, VA","Red exterior, Black interior"
Ford Fusion,2016,16594,"No accidents, 1 Owner, Fleet use","Wayne, NJ","White exterior, Black interior"
Ford Fusion,2020,18956,"No accidents, 1 Owner, Personal use","Flagstaff, AZ","Gray exterior, Unknown interior"
Ford Fusion,2014,9417,"No accidents, 3 Owners, Personal use","Wichita Falls, TX","White exterior, Unknown interior"
Ford Fusion,2017,16495,"No accidents, 1 Owner, Personal use","Valencia, CA","Red exterior, Black interior"
Ford Fusion,2016,12495,"No accidents, 3 Owners, Fleet use","Grove City, OH","Silver exterior, Black interior"
Ford Fusion,2017,14000,"No accidents, 1 Owner, Personal use","Plainfield, IL","Blue exterior, Black interior"
Ford Fusion,2017,19200,"No accidents, 1 Owner, Personal use","Putnam, CT","Gray exterior, Black interior"
Ford Fusion,2014,10297,"1 accident, 1 Owner, Personal use","Cincinnati, OH","Orange exterior, Black interior"
Ford Fusion,2016,9995,"No accidents, 3 Owners, Personal use","Woodland Hills, CA","Silver exterior, Unknown interior"
Ford Fusion,2019,17350,"No accidents, 1 Owner, Personal use","New Bedford, MA","White exterior, Black interior"
Ford Fusion,2015,12722,"No accidents, 2 Owners, Personal use","Scottsdale, AZ","Red exterior, Black interior"
Ford Fusion,2017,12995,"1 accident, 1 Owner, Fleet use","Dover, DE","White exterior, Black interior"
Ford Fusion,2017,10999,"No accidents, 2 Owners, Fleet use","Phoenix, AZ","Gold exterior, Gray interior"
Ford Fusion,2019,15995,"No accidents, 1 Owner, Personal use","Perryville, MO","Silver exterior, Gray interior"
Ford Fusion,2017,15997,"No accidents, 1 Owner, Fleet use","Gainesville, FL","Gold exterior, Gray interior"
Ford Fusion,2016,10500,"No accidents, 1 Owner, Personal use","Hemet, CA","White exterior, Gray interior"
Ford Fusion,2019,18250,"No accidents, 1 Owner, Personal use","Marlborough, MA","Gray exterior, Black interior"
Ford Fusion,2017,12300,"No accidents, 2 Owners, Fleet use","Brownsburg, IN","Gray exterior, Black interior"
Ford Fusion,2017,13222,"No accidents, 1 Owner, Personal use","Bountiful, UT","Red exterior, Gray interior"
Ford Fusion,2015,11599,"No accidents, 3 Owners, Personal use","El Monte, CA","White exterior, Unknown interior"
Ford Fusion,2012,6600,"No accidents, 2 Owners, Personal use","Tucson, AZ","Unknown exterior, Black interior"
Ford Fusion,2020,16700,"No accidents, Personal use","Ellisville, MO","Red exterior, Black interior"
Ford Fusion,2019,15489,"No accidents, 1 Owner, Personal use","Phoenix, AZ","Black exterior, Black interior"
Ford Fusion,2019,14901,"No accidents, 1 Owner, Fleet use","Stratford, CT","Blue exterior, Gray interior"
Ford Fusion,2018,14056,"No accidents, Personal use","Kalamazoo, MI","Black exterior, Black interior"
Ford Fusion,2013,8900,"2 accidents, 4 Owners, Fleet use","Chicago, IL","Gray exterior, Black interior"
Ford Fusion,2019,13966,"1 accident, 1 Owner, Personal use","Tampa, FL","White exterior, Gray interior"
Ford Fusion,2019,13999,"1 accident, 2 Owners, Fleet use","Gaithersburg, MD","White exterior, Gray interior"
Ford Fusion,2013,7682,"2 accidents, 5 Owners, Personal use","Fargo, ND","Silver exterior, Beige interior"
Ford Fusion,2019,15499,"1 accident, 1 Owner, Fleet use","Miami, FL","Black exterior, Black interior"
Ford Fusion,2019,17999,"No accidents, 1 Owner, Personal use","Jackson, TN","White exterior, Unknown interior"
